version,2.2.0
info,balls_per_over,6
info,team,Kenya
info,team,Uganda
info,gender,male
info,season,2022
info,date,2022/09/21
info,event,Africa Cricket Association Cup
info,venue,"Willowmoore Park, Benoni"
info,city,Benoni
info,toss_winner,Uganda
info,toss_decision,field
info,player_of_match,C Kyewuta
info,umpire,John Mayeku
info,umpire,M Moller
info,reserve_umpire,EA Chitsondzo
info,tv_umpire,D Odhiambo
info,match_referee,ZTA Ndamane
info,winner,Uganda
info,winner_wickets,3
info,method,D/L
info,player,Kenya,RN Patel
info,player,Kenya,Sukhdeep Singh
info,player,Kenya,IA Karim
info,player,Kenya,RR Patel
info,player,Kenya,NN Odhiambo
info,player,Kenya,LN Oluoch
info,player,Kenya,SO Ngoche
info,player,Kenya,NM Odhiambo
info,player,Kenya,E Otieno
info,player,Kenya,Vraj Patel
info,player,Kenya,S Biko
info,player,Uganda,S Sesazi
info,player,Uganda,B Masaba
info,player,Uganda,D Muhumuza
info,player,Uganda,Riazat Ali Shah
info,player,Uganda,AR Ramjani
info,player,Uganda,K Waiswa
info,player,Uganda,P Murungi
info,player,Uganda,J Miyaji
info,player,Uganda,F Achelam
info,player,Uganda,C Kyewuta
info,player,Uganda,F Nsubuga
info,registry,people,AR Ramjani,30d8136b
info,registry,people,B Masaba,f33cfd25
info,registry,people,C Kyewuta,395695ce
info,registry,people,D Muhumuza,7636b587
info,registry,people,D Odhiambo,45994517
info,registry,people,E Otieno,c57fa67e
info,registry,people,EA Chitsondzo,87521e16
info,registry,people,F Achelam,b6b3ee6e
info,registry,people,F Nsubuga,87e33d07
info,registry,people,IA Karim,ca92a578
info,registry,people,J Miyaji,414d8a10
info,registry,people,John Mayeku,9d819a32
info,registry,people,K Waiswa,a3a275ec
info,registry,people,LN Oluoch,eb4f9c61
info,registry,people,M Moller,ebeb2e9f
info,registry,people,NM Odhiambo,c07a1f41
info,registry,people,NN Odhiambo,753b5a2d
info,registry,people,P Murungi,fbdc5ab1
info,registry,people,RN Patel,db1bf9c2
info,registry,people,RR Patel,7fa6bd8e
info,registry,people,Riazat Ali Shah,269cc4ff
info,registry,people,S Biko,b501b61e
info,registry,people,S Sesazi,c2c975f9
info,registry,people,S Singh,612a395c
info,registry,people,SO Ngoche,49118dc7
info,registry,people,Vraj Patel,2af28253
info,registry,people,ZTA Ndamane,545cc6db
