version,2.2.0
info,balls_per_over,6
info,team,Durham
info,team,Warwickshire
info,gender,male
info,season,2014
info,date,2014/09/23
info,date,2014/09/24
info,date,2014/09/25
info,event,LV= County Championship
info,venue,"Edgbaston, Birmingham"
info,city,Birmingham
info,toss_winner,Durham
info,toss_decision,bat
info,umpire,RJ Bailey
info,umpire,SC Gale
info,winner,Warwickshire
info,winner_innings,1
info,winner_runs,13
info,player,Durham,MD Stoneman
info,player,Durham,KK Jennings
info,player,Durham,SG Borthwick
info,player,Durham,GJ Muchall
info,player,Durham,MJ Richardson
info,player,Durham,PD Collingwood
info,player,Durham,GR Breese
info,player,Durham,RD Pringle
info,player,Durham,MA Wood
info,player,Durham,C Rushworth
info,player,Durham,VR Aaron
info,player,Warwickshire,V Chopra
info,player,Warwickshire,IJ Westwood
info,player,Warwickshire,WTS Porterfield
info,player,Warwickshire,IJL Trott
info,player,Warwickshire,SR Hain
info,player,Warwickshire,TR Ambrose
info,player,Warwickshire,R Clarke
info,player,Warwickshire,JS Patel
info,player,Warwickshire,KHD Barker
info,player,Warwickshire,OJ Hannon-Dalby
info,player,Warwickshire,WB Rankin
info,registry,people,C Rushworth,e737a5fe
info,registry,people,GJ Muchall,a15347c2
info,registry,people,GR Breese,fa92fc48
info,registry,people,IJ Westwood,31f671b7
info,registry,people,IJL Trott,ac7fa28f
info,registry,people,JS Patel,f5821615
info,registry,people,KHD Barker,2223b920
info,registry,people,KK Jennings,8479a24a
info,registry,people,MA Wood,8d92a2c3
info,registry,people,MD Stoneman,1b77f62b
info,registry,people,MJ Richardson,22176fe7
info,registry,people,OJ Hannon-Dalby,e0ac7144
info,registry,people,PD Collingwood,a386e91b
info,registry,people,R Clarke,8728a058
info,registry,people,RD Pringle,757502b5
info,registry,people,RJ Bailey,6bd04fa5
info,registry,people,SC Gale,3df4cd05
info,registry,people,SG Borthwick,51e1ed69
info,registry,people,SR Hain,67b9536c
info,registry,people,TR Ambrose,a15aaa7f
info,registry,people,V Chopra,54745c20
info,registry,people,VR Aaron,0a3d54b9
info,registry,people,WB Rankin,29b89ae8
info,registry,people,WTS Porterfield,ec02b798
