version,2.2.0
info,balls_per_over,6
info,team,Tanzania
info,team,Malawi
info,gender,male
info,season,2022
info,date,2022/09/20
info,event,Africa Cricket Association Cup
info,match_number,11
info,venue,"Willowmoore Park, Benoni"
info,city,Benoni
info,toss_winner,Malawi
info,toss_decision,field
info,umpire,EA Chitsondzo
info,umpire,John Mayeku
info,reserve_umpire,M Moller
info,tv_umpire,D Odhiambo
info,match_referee,ZTA Ndamane
info,winner,Tanzania
info,winner_runs,44
info,player,Tanzania,AR Patwa
info,player,Tanzania,II Selemani
info,player,Tanzania,Jitin Singh
info,player,Tanzania,AP Rajeevan
info,player,Tanzania,K Nassoro
info,player,Tanzania,Akhil Anil
info,player,Tanzania,HA Chohan
info,player,Tanzania,RK Kiseto
info,player,Tanzania,AM Kimote
info,player,Tanzania,M Yunusu Issa
info,player,Tanzania,YM Nkanya
info,player,Malawi,D Kansonkho
info,player,Malawi,Sami Sohail
info,player,Malawi,MA Baig
info,player,Malawi,GM Ntambalika
info,player,Malawi,D Jakiel
info,player,Malawi,G Kansonkho
info,player,Malawi,M Mwamadi
info,player,Malawi,C Chete
info,player,Malawi,B Pondani
info,player,Malawi,M Choamba
info,player,Malawi,A Limdawala
info,registry,people,A Limdawala,2bcbcac3
info,registry,people,AM Kimote,34e36b65
info,registry,people,AP Rajeevan,63d6f031
info,registry,people,AR Patwa,b43f7a6a
info,registry,people,Akhil Anil,c06c25fd
info,registry,people,B Pondani,e5117568
info,registry,people,C Chete,ef4f539a
info,registry,people,D Jakiel,8b7ce771
info,registry,people,D Kansonkho,45ca12a7
info,registry,people,D Odhiambo,45994517
info,registry,people,EA Chitsondzo,87521e16
info,registry,people,G Kansonkho,f3ca5af8
info,registry,people,GM Ntambalika,8c8a3f08
info,registry,people,HA Chohan,847b4bdd
info,registry,people,II Selemani,b2dadc51
info,registry,people,Jitin Singh,b7db83eb
info,registry,people,John Mayeku,9d819a32
info,registry,people,K Nassoro,29ee9bf9
info,registry,people,M Choamba,5570c4c1
info,registry,people,M Moller,ebeb2e9f
info,registry,people,M Mwamadi,00029c30
info,registry,people,M Yunusu Issa,bbab35a3
info,registry,people,MA Baig,89394502
info,registry,people,RK Kiseto,780d1997
info,registry,people,Sami Sohail,602ebd4c
info,registry,people,YM Nkanya,9238dd92
info,registry,people,ZTA Ndamane,545cc6db
